Opportunity Title,Opportunity Description,Application Link,Source,Sponsor Status,Name,Last Modified,Created time,Active,sponsorName,sponsorUrl,sponsorIndustry,sponsorBio,sponsorSite,skills,type,category,featured,private,job_description,Location,Deadline,Job Type,Min Salary,Max Salary,Estimated Time to Complete,Token Amount,Token Name,1st Prize,2nd Prize,3rd Prize,Removed Sponsor?,Closed Time Stamp

Our Company Values 🚀

B - Be Humble
L - Lead with Empathy
O - Own It
C - Communicate Clearly
K - Kaizen

Benefits 💰

Stock options 📈
Unlimited holidays 🏝
Paid parental leave 👶 🍼
Home office setup allowance 🪑
Working in a disruptive and fast-growing industry where the possibilities are endless 🚀
Freedom, autonomy and responsibility 💪









Apply for this Job

* Required
            



First Name *



Last Name *



Email *



Phone












        Resume/CV
      



    Drop files here
  

  
    



Attach
Dropbox
Google Drive
or enter manually
 


    (File types: pdf, doc, docx, txt, rtf)
  

















          Cover Letter
        



    Drop files here
  

  
    



Attach
Dropbox
Google Drive
or enter manually
 


    (File types: pdf, doc, docx, txt, rtf)
  

















LinkedIn Profile
    





Website
    







Voluntary Self-Identification
 For government reporting purposes, we ask candidates to respond to the below self-identification survey. Completion of the form is entirely voluntary. Whatever your decision, it will not be considered in the hiring process or thereafter. Any information that you do provide will be recorded and maintained in a confidential file. 
 As set forth in MoonPay’s Equal Employment Opportunity policy, we do not discriminate on the basis of any protected group status under any applicable law. 

Gender
Please selectMale
Female
Decline To Self Identify


Are you Hispanic/Latino?
Please selectYes
No
Decline To Self Identify


Please identify your race
Please selectAmerican Indian or Alaskan Native
Asian
Black or African American
Hispanic or Latino
White
Native Hawaiian or Other Pacific Islander
Two or More Races
Decline To Self Identify


      Race & Ethnicity Definitions

 If you believe you belong to any of the categories of protected veterans listed below, please indicate by making the appropriate selection.  As a government contractor subject to the Vietnam Era Veterans Readjustment Assistance Act (VEVRAA), we request this information in order to measure the effectiveness of the outreach and positive recruitment efforts we undertake pursuant to VEVRAA. Classification of protected categories is as follows: 
 A ""disabled veteran"" is one of the following: a veteran of the U.S. military, ground, naval or air service who is entitled to compensation (or who but for the receipt of military retired pay would be entitled to compensation) under laws administered by the Secretary of Veterans Affairs; or a person who was discharged or released from active duty because of a service-connected disability. 
 A ""recently separated veteran"" means any veteran during the three-year period beginning on the date of such veteran's discharge or release from active duty in the U.S. military, ground, naval, or air service. 
 An ""active duty wartime or campaign badge veteran"" means a veteran who served on active duty in the U.S. military, ground, naval or air service during a war, or in a campaign or expedition for which a campaign badge has been authorized under the laws administered by the Department of Defense. 
 An ""Armed forces service medal veteran"" means a veteran who, while serving on active duty in the U.S. military, ground, naval or air service, participated in a United States military operation for which an Armed Forces service medal was awarded pursuant to Executive Order 12985. 

Veteran Status
Please selectI am not a protected veteran
I identify as one or more of the classifications of a protected veteran
I don't wish to answer


 Form CC-305 OMB Control Number 1250-0005 Expires 05/31/2023  
Voluntary Self-Identification of Disability
Why are you being asked to complete this form?
 We are a federal contractor or subcontractor required by law to provide equal employment opportunity to qualified people with disabilities. We are also required to measure our progress toward having at least 7% of our workforce be individuals with disabilities. To do this, we must ask applicants and employees if they have a disability or have ever had a disability. Because a person may become disabled at any time, we ask all of our employees to update their information at least every five years. 
 Identifying yourself as an individual with a disability is voluntary, and we hope that you will choose to do so. Your answer will be maintained confidentially and not be seen by selecting officials or anyone else involved in making personnel decisions. Completing the form will not negatively impact you in any way, regardless of whether you have self-identified in the past. For more information about this form or the equal employment obligations of federal contractors under Section 503 of the Rehabilitation Act, visit the U.S. Department of Labor’s Office of Federal Contract Compliance Programs (OFCCP) website at www.dol.gov/ofccp. 
How do you know if you have a disability?  You are considered to have a disability if you have a physical or mental impairment or medical condition that substantially limits a major life activity, or if you have a history or record of such an impairment or medical condition. 
Disabilities include, but are not limited to:  Autism Autoimmune disorder, for example, lupus, fibromyalgia, rheumatoid arthritis, or HIV/AIDS Blind or low vision Cancer Cardiovascular or heart disease Celiac disease Cerebral palsy Deaf or hard of hearing Depression or anxiety Diabetes Epilepsy Gastrointestinal disorders, for example, Crohn's Disease, or irritable bowel syndrome Intellectual disability Missing limbs or partially missing limbs Nervous system condition for example, migraine headaches, Parkinson’s disease, or Multiple sclerosis (MS) Psychiatric condition, for example, bipolar disorder, schizophrenia, PTSD, or major depression 

Disability Status
Please selectYes, I have a disability, or have a history/record of having a disability
No, I don't have a disability, or a history/record of having a disability
I don't wish to answer

 PUBLIC BURDEN STATEMENT:  According to the Paperwork Reduction Act of 1995 no persons are required to respond to a collection of information unless such collection displays a valid OMB control number. This survey should take about 5 minutes to complete. 







 




Powered by 

 
      Read our Privacy Policy





 











","United States,Remote",,,,,,,,,,,,
Head of Security,"Nyan Heroes is a F2P Play-And-Earn Battle Royale built on the Solana blockchain.
",https://www.linkedin.com/jobs/view/head-of-security-at-nyan-heroes-3447521970,Getro,,Nyan Heroes - Head of Security,2023-01-27T11:30:27.000Z,2023-01-27T11:30:27.000Z,Yes,Nyan Heroes,https://v5.airtableusercontent.com/v1/15/15/1676152800000/ILhHGXdCoqrjR_1erNde6Q/Y54K32rh9VKMU2joVFLZI-oLtbPbt_ZklXDJRpRAPhokFsQ4D67sfedZIOgcx8jihsmjzJi116XdWftzRkCuXkdFyPXHspOUabYHrFQ8dQo/tZs3vCtaE74bN7NVFC5x9VOD_p_J7WOg1HChZDln8_w,Gaming,Nyan Heroes is a F2P Play-And-Earn Battle Royale built on the Solana blockchain.,https://nyanheroes.com/,['Back-End Dev'],Jobs,Jobs,False,False,"



 















Nyan Heroes hiring Head of Security in European Union | LinkedIn























 



      Skip to main content
    




LinkedIn







              Head of Security in Karachi Division
 
Expand search










                  Jobs
                



                  People
                



                  Learning
                












Dismiss






Dismiss
















 





Dismiss









 





Dismiss















Dismiss















      Join now
    

        Sign in
      





 










Head of Security

Nyan Heroes
European Union



        Apply
      









Head of Security






                Nyan Heroes
              


              European Union
            



        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      1 week ago
  
      

          154 applicants
        








            See who Nyan Heroes has hired for this role
          





        Apply
      

            Save
          
 





Save job



 














        Save this job with your existing LinkedIn profile, or create a new one.
      
          

            
        Your job seeking activity is only visible to you.
      
          



          Email
        










            Continue
          




        Welcome back
      

          
          
        Sign in to save Head of Security at Nyan Heroes.
      
        
        
















          Email or phone
        









          Password
        


Show





 

Forgot password?



          Sign in
        





 





 











                      Report this company
                    
    
 






Report



 


          Report




Back
Submit














 

 












Make your positive impact on the future of gamingThe gaming industry is changing at lightning speed. From the growth of free-to-play and battle royale games to the arrival of play-to-earn games and GameFi, the industry is evolving at a rapid pace. Nyan Heroes is at the forefront of this evolution focused on building a AAA battle royale game that is launching its alpha late 2023. To further involve and empower players fairly in every aspect of the game and economy, Nyan Heroes will be leveraging the benefits of the blockchain, while also positioning itself as the benchmark for fair, sustainable game development in this space. We aim to lead the advancement of the GameFi industry technologically, ethically, and inspirationally.About the role:We’re hiring for a Head of Security, who will be responsible for managing and hardening the security footprint of all of Nyan Heroes Cloud and peripheral infrastructure.They will Administer the security profile of enterprise-level cloud SaaS (such as Office 365, Azure DevOps, Jira, etc.)They should have advanced knowledge of SaaS application configuration best practices, a deep understanding of network protocols and cloud topography.They will periodically perform penetration and stress test operations on our services and regularly work with external auditors to review and update our security footprint.They shall provide routine security and configuration reports and provide recommendation and implementation plans to continuously keep our security footprint up to date.They will work closely with the game development team to evaluate and assess security flaws in the game code, and online deployment.*Knowledge of blockchain systems (especially Solana), is highly recommended.**Knowledge of live massive multiplayer game environments is highly recommended.*What you’ll be doing:The Head of Security will be expected to fulfil the following duties:Administer and Configure the security settings of SaaS Application (Office 365, Jira, Confluence, Azure DevOps, Slack, Shotgrid, etc…)Work with external auditors to assess our security footprintProvide regular Security reportsEvaluate and review security integrating of development workflowsWork closely with the Blockchain team to harden smart contractsWork closely with Game Dev team to harden online and client infrastructureAbout you:Have either an: College Diploma or University Degree5+ of professional experience with skills in the following:Network infrastructure experienceExcellent troubleshooting skillsExperience with cloud infrastructure (such as Azure)Experience in administration of SaaS (such as Office 365)Experience with security requirements of administering SaaS and cloud deploymentExperience with multiple programming languages (ex: C/C++, C#, Python, Java, JavaScript, PHP, Scripting etc…)*Prior experience in the Game Industry is a bonus, but not mandatory*Bonus Skills:Experience working with online games.Experience working with blockchain smart contract, Experience with Big Data and AIAbility to work remotely and independentlyFAQs:Location: From anywhere in the world. We are globally remote.Equity/tokens available: YesStart date: ASAPThe Studio:We are a well-funded gaming studio seeking talented, motivated team members to help build an industry-defining title on PC from the ground up. We are gamers ourselves and believe in allowing talented people to express their own creative freedom. We are looking for many experienced industry heroes to help build and craft an AAA-rated game with a unique innovative twist on the standard formula.We currently have more than 60 talented Nyan members across the world with two-thirds of our team coming from AAA-rated gaming studios and titles.In addition to reshaping the future of gaming, we are committed to creating the top gaming studio culture founded on kindness and our love of cats! Nyan Heroes has already donated $250,000 from its first NFT sale towards our mission of saving 1 billion cats.


        Show more

        


        Show less

        






            Seniority level
          

            Mid-Senior level
          



          Employment type
        

          Full-time
        



            Job function
          

            Information Technology
          



            Industries
          

          Computer and Network Security and Computer Games
          
















Referrals increase your chances of interviewing at Nyan Heroes by 2x

              See who you know
            




 



Get notified about new Head of Security jobs in European Union.

          Sign in to create job alert
        




 














          Looking for a job?
        

          Visit the Career Advice Hub to see tips on interviewing and resume writing.
        

          View Career Advice Hub
        












LinkedIn

© 2023



          
          About
        
        



          
          Accessibility
        
        



          
          User Agreement
        
        



          
          Privacy Policy
        
        




          
          Cookie Policy
        
        



          
          Copyright Policy
        
        



          
          Brand Policy
        
        



          
            Guest Controls
          
        



          
          Community Guidelines
        
        









                العربية (Arabic)
            




                Čeština (Czech)
            




                Dansk (Danish)
            




                Deutsch (German)
            




English (English)





                Español (Spanish)
            




                Français (French)
            




                हिंदी (Hindi)
            




                Bahasa Indonesia (Bahasa Indonesia)
            




                Italiano (Italian)
            




                日本語 (Japanese)
            




                한국어 (Korean)
            




                Bahasa Malaysia (Malay)
            




                Nederlands (Dutch)
            




                Norsk (Norwegian)
            




                Polski (Polish)
            




                Português (Portuguese)
            




                Română (Romanian)
            




                Русский (Russian)
            




                Svenska (Swedish)
            




                ภาษาไทย (Thai)
            




                Tagalog (Tagalog)
            




                Türkçe (Turkish)
            




                Українська (Ukrainian)
            




                简体中文 (Chinese (Simplified))
            




                正體中文 (Chinese (Traditional))
            




            Language
          





 
 





Create job alert



 



Get email updates for new Head of Security jobs in European Union




Dismiss












 


          By creating this job alert, you agree to the LinkedIn User Agreement and Privacy Policy. You can unsubscribe from these emails at any time.
        






Sign in to create more





          Create job alert
        






          Your job alert is set
        

          Click the link in the email we sent to  to verify your email address and activate your job alert.
        



          Done
        




        Welcome back
      

          
        Sign in to create your job alert for Head of Security jobs in European Union.
      
        
















          Email or phone
        









          Password
        


Show





 

Forgot password?



          Sign in
        




 





You’re signed out
Sign in for the full experience.

        Sign in
      
 
          Join now
        





































",Europe,,,,,,,,,,,,
"Tech Lead (Node.js, Golang, Rust Developer) Web3","Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/0B31E8575A,Getro,Unassigned,"Aldrin - Tech Lead (Node.js, Golang, Rust Developer) Web3",2023-01-07T07:51:23.000Z,2022-11-28T15:30:22.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,"['Blockchain Dev', 'Front-End Dev']",Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}","Berlin, Germany",,,,,,,,,,,,
"Senior Software Engineer, Feeds","Oracle network for powering trust-minimized applications across Web2 and Web3
",https://jobs.lever.co/chainlink/691e87cc-8c83-453b-8172-db241f712033,Getro,Unassigned,"Chainlink - Senior Software Engineer, Feeds",2023-01-07T07:51:23.000Z,2022-10-26T10:30:23.000Z,Yes,Chainlink,https://v5.airtableusercontent.com/v1/15/15/1676152800000/I9rNgYVqQ8h62LkU0VTvvA/RTrtcVJafHBehhFIyNz7E6hEXRIEk9KXW8OKFwqh2awggjBfRB8923LTPXNfD4zSnQO-9kfQxZMV6tz_l-QRrgPNihZZ_2IFQx3LMAvThQE/uLh5GjaaRsMv3b6y44lQndlZaAx9V6I8bFovIhS823U,Infrastructure,Oracle network for powering trust-minimized applications across Web2 and Web3,https://chain.link/,"['Back-End Dev', 'Front-End Dev']",Jobs,Jobs,False,False,"Chainlink Labs - Senior Software Engineer, FeedsSenior Software Engineer, FeedsUnited States / Remote /Engineering /Remote - Full-time/ RemoteApply for this jobAll roles with Chainlink Labs are globally remote based. We encourage you to apply regardless of your location.Chainlink Labs is the market leader in providing a decentralized oracle solution for smart contracts to connect to real-world data and market prices of assets. The Data Feeds team owns the building & integration of Chainlink's data feeds products.As a software engineer on the Data Feeds team, you’ll collaborate with an experienced technical team of other engineers, distributed systems computing experts, and security experts, who are all committed to building world-changing decentralized infrastructure. You’ll develop and build highly scalable, secure, and reliable software that will change the way smart contracts function at a fundamental level, with a focus on Data Feeds. You’ll have the opportunity to learn and master the latest research concerning distributed systems, cryptography, blockchains, game theory, consensus algorithms, and decentralized applications. You will be given a high level of autonomy/ownership over your projects, the opportunity to expand your scope of knowledge, and the chance to help build the decentralized infrastructure of the future.Your ImpactDesigning and implementing new features within the Data Feeds product space, such as trust minimized off-chain computation & the aggregation of external data in various blockchain environments, and many more problemsLearn more about the underlying technology in the blockchain ecosystem (Solana, Avalanche, Polygon, and Ethereum).Build our core products with Smart Contracts using Solidity.Partner with the research team to build products that are practical and easy to useThink creatively about attack vectors, possible failures, and disaster scenarios, modeling them in reproducible test environments, and developing fixesManaging the architectural vision for new subsystems in the core Chainlink nodeImplementing resilient distributed systems to achieve extremely high reliability in a variety of blockchain environmentsRequirements 5+ years of professional software engineering experience working in a collaborative product-driven environmentKnowledge of computer science fundamentals and systems design conceptsExperience owning multi month long projects, including communication of progress, dependencies, and risk mitigation directly with stakeholders and partnersExperience building distributed systemsInterest in blockchain and other Web 3.0 technologiesDesiredB.S. or higher in computer science, software engineering, mathematics or related technical fieldExperience in Golang or any other strongly-typed programming languageExperience in blockchain and other Web 3.0 technologiesExperience working with a globally distributed teamOur StackGolang, Solidity, TypeScript, Rust, Postgres, Terraform, AWSOur PrinciplesAt Chainlink Labs, we’re committed to the key operating principles of ownership, focus, and open dialogue. We practice complete ownership, where everyone goes the extra mile to own outcomes into success. We understand that unflinching focus is a superpower and is how we channel our activity into technological achievements for the benefit of our entire ecosystem. We embrace open dialogue and critical feedback to arrive at an accurate and truthful picture of reality that promotes both personal and organizational growth.About Chainlink LabsChainlink is the industry standard oracle network for connecting smart contracts to the real world. With Chainlink, developers can build hybrid smart contracts that combine on-chain code with an extensive collection of secure off-chain services powered by Decentralized Oracle Networks. Managed by a global, decentralized community of hundreds of thousands of people, Chainlink is introducing a fairer model for contracts. Its network currently secures billions of dollars in value for smart contracts across the decentralized finance (DeFi), insurance, and gaming ecosystems, among others. The full vision of the Chainlink Network can be found in the Chainlink 2.0 whitepaper. Chainlink is trusted by hundreds of organizations—from global enterprises to projects at the forefront of the blockchain economy—to deliver definitive truth via secure, reliable data.  This role is location agnostic anywhere in the world, but we ask that you overlap some working hours with Eastern Standard Time (EST).We are a fully distributed team and have the tools and benefits to support you in your remote work environment.Chainlink Labs is an Equal Opportunity Employer.#LI-RemoteApply for this jobChainlink Labs Home PageJobs powered by ","United States,Remote",,,,,,,,,,,,
Senior DevOps Engineer (Remote),"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/06DFCD6DF3,Getro,,Aldrin - Senior DevOps Engineer (Remote),2023-01-30T15:30:27.000Z,2023-01-30T15:30:27.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,"['Back-End Dev', 'Front-End Dev']",Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}","Lisbon, Portugal",,,,,,,,,,,,
Rust Developer Web3 (Remote),"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/AD9B040F17,Getro,Unassigned,Aldrin - Rust Developer Web3 (Remote),2023-01-07T07:51:23.000Z,2022-10-21T18:30:26.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,"['Blockchain Dev', 'Front-End Dev']",Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}",Portugal,,,,,,,,,,,,
Senior Frontend Engineer,"Digital real estate protocol built on Solana
",https://boards.greenhouse.io/parcl/jobs/4132634005,Getro,Unassigned,Parcl - Senior Frontend Engineer,2023-01-07T07:51:23.000Z,2022-11-23T11:30:22.000Z,Yes,Parcl,https://v5.airtableusercontent.com/v1/15/15/1676152800000/A7Yu8iHFq0Fm_MCCa_hZGQ/6n15TQZLEzvzDgRG8uCNYSK0vE8R5fWgBKyglQG5XbJvQbTIexlxO1d_YYJbJ4RqcrKIpD67CQT5ypcX9qKsvQN9mXglAqdhoDGsRmcBDcA/di8oMiyO_JGM6XhQDjdpt5s8hwn-uGxi3jdndUQdyT0,Consumer dApps,Digital real estate protocol built on Solana,https://www.parcl.co/,"['Back-End Dev', 'Front-End Dev']",Jobs,Jobs,False,False,"




Job Application for Senior Frontend Engineer at Parcl




















      Apply Now
    
Senior Frontend Engineer

    at Parcl
  
(View all jobs)

      New York, New York, United States, Remote 
    


About Parcl
Parcl is a synthetic real estate protocol that enables users to invest in the price movements of the residential real estate market in many cities and neighborhoods around the world. Parcl brings investing, hedging, and liquidity to the world’s largest asset class, for the first time.
The Parcl Price Feed powers the Parcl Protocol; it continuously tracks underlying price movements in any given Parcl - allowing users to benefit from broad (or highly granular) exposure to desirable Real Estate.
Parcl requires no minimum investment, is highly liquid, and carries low transaction fees so investors can now trade their favorite cities & neighborhoods just like they trade Bitcoin, Ethereum, or other crypto assets.
For more information visit https://parcl.co
Parcl’s Culture & Purpose
We are working on a massive opportunity. To achieve our mission, we must establish a culture of constant growth that maximizes the potential of each team member, generating the collective momentum necessary to rise to this timely occasion. Some things to know about us:
Our Values

Be Gritty: Grit is our intense focus,  driving persistence in our craft– we don’t let setbacks define us.
Unleash Courage: Sometimes we’ll need to rumble, but we know our greatest asset is our ability to tackle each problem with the confidence that we were designed to solve it together.
We’re Voyagers: Curiosity is in our DNA; we’re energized by outlandish ideas. While we don’t always know what’s ahead of us, we are agile and open to the unknown.
Embrace Gratitude: We lead with empathy. Our energy and time are our greatest currency, let's enjoy the ride.

Read more about Parcl here, also follow us on Twitter to join the conversation!
Initial Responsibilities

Contribute to our component library and design system.
Write clean components and flows using React, Tailwind and TypeScript.
Write minimal yet complete integration tests using Cypress.
Write engineering design documents for new features.
Perform internal code reviews.

Requirements

5+ years of experience writing React in production.
5+ years of experience writing CSS in production.
2+ years of experience writing TypeScript in production.
Precise and clear written/verbal communication.
Deep understanding of advanced CSS topics (stacking context, animations, font loading, etc).
Deep understanding of technical SEO fundamentals.
Deep understanding of design systems.
Experience writing component libraries.
Experience with performance optimizations like Tree Shaking and Code Splitting.
Experience setting up and maintaining your own code quality pipelines (eslint, husky, git hooks).
Able to work autonomously.

Tech Stack

React/TypeScript
Next.js
TailwindCSS
Storybook
Figma Tokens
Style Dictionary
Cypress
GraphQL
@solana/web3.js

Nice to haves

Experience writing timeseries based components like line charts.
Experience writing GeoJSON based components like maps.
Understanding of the tradeoffs/risks of using dependencies in JavaScript.
Understanding of at least 1 blockchain and its programming model.
TypeScript mastery.
Avid use of Semantic Versioning.
Passion for DeFi.

Salary Range: $130-$200K








Apply for this Job

* Required
            



First Name *



Last Name *



Email *



Phone












        Resume/CV
      



    Drop files here
  

  
    



Attach
Dropbox
Google Drive
or enter manually
 


    (File types: pdf, doc, docx, txt, rtf)
  

















          Cover Letter
        



    Drop files here
  

  
    



Attach
Dropbox
Google Drive
or enter manually
 


    (File types: pdf, doc, docx, txt, rtf)
  

















LinkedIn Profile
    





Website
    





Do you require sponsorship to work in the US?
    





Do you have at least 4 years of experience working as a Frontend Engineer?
    











 




Powered by 

 
      Read our Privacy Policy





 











",Remote,,,,,,,,,,,,
Fraud Analyst,"Building payments infrastructure for crypto. Our on-and-off-ramp suite of products provides a seamless experience for converting between fiat and crypto.
",https://boards.greenhouse.io/moonpay/jobs/5469894003,Getro,,Moonpay - Fraud Analyst,2023-01-10T13:30:23.000Z,2023-01-10T13:30:23.000Z,Yes,Moonpay,https://v5.airtableusercontent.com/v1/15/15/1676152800000/5vEBHFa--I4hZ69-VgH8jA/sTLGCl3vYz9VNPfy8rPNRBWMwk2cEDr2YxVwaoRC3E5XzXqPAqMSUB6bX7DMaab2qEIa-NCdFh0H6_RNDGHMoIyPCTEec78zODka8FB7ssI/YJMkuoCNgAMtnAyntUuUYGhNuCGluL-9-8vlJUwgSfM,Wallets and Payments,Building payments infrastructure for crypto. Our on-and-off-ramp suite of products provides a seamless experience for converting between fiat and crypto.,https://www.moonpay.com/,"['Other', 'Back-End Dev']",Jobs,Jobs,False,False,"




Job Application for Fraud Analyst (Poland, Croatia)  at MoonPay





















      Apply Now
    
Fraud Analyst (Poland, Croatia) 

    at MoonPay
  
(View all jobs)

      Remote, (Europe)
    


MoonPay is a global team imagining and building the products and culture of tomorrow.
We’re driven by our deep belief that blockchain technology will become the status quo, so we commit all our talent to creating the best web3 experiences for everyone, everywhere.
We rely on our open and inclusive culture to foster speed, innovation and responsibility. Our diverse team is an ongoing inspiration for easy, effective and accessible products.
Join our mission to onboard the world into web3 and empower millions to own, create and share value freely.
Reporting directly to Head of Financial Crime (Working closely with FinCrime, Product and Data teams).
You'll Spend Your Time 👀 

Monitoring and analyzing fraud patterns, transactions and information provided by 3d party vendors (fraud detection, prevention and management systems) 
Designing operational best practices of the fraud detection, prevention and management processes and frameworks
Work closely with data in order to effectively analyze patterns and come up with solutions (fraud rules)
Exercises judgment to diagnose, identify and solve problems within fraud rules and systems
Be involved in ad-hoc crypto payments & investigations related projects
Review fraud alerts & spot new activities patterns
Run reports and collaborate with data team 

 
You Should Apply If ✅

2+ years of experience at a payments processor, cryptocurrency exchange, card acquirer or bank (risk or fraud department) 
Strong knowledge of Visa and Mastercard tools - AVS, 3DS, etc
Strong knowledge of Visa and Mastercard Fraud and Chargeback Monitoring Programs 
Strong knowledge of Excessive Fraud and Chargeback Merchant Compliance Program
Experience with high risk industries and alternative payment methods (Apple Pay, Google Pay, Samsung Pay etc)
Experience with fraud detection, prevention and risk management within the crypto space
Experience with friendly fraud and chargeback reason codes
Analytical, innovative, problem solving and decision making skills
Ability to function well within a fast paced, ever changing environment
Ability to take initiative and own projects to completion
Proficient English (both written & verbal)
A working knowledge of SQL would be an advantage (looker.com)
Strong oral/written communication and presentation skills
Strong ability to effectively communicate with internal and external stakeholders
Different payment methods knowledge including ACH
Strong eye for detail and investigative related experience
Located in Poland or Croatia 

 
Research has shown that women are less likely than men to apply for this role if they do not have solid experience in 100% of these areas. Please know that this list is indicative and that we would still love to hear from you even if you feel you only are a 75% match. Skills can be learnt, diversity cannot.
We promote a diverse and inclusive culture at MoonPay.
 
Logistics 🛠  
Unfortunately, we are unable to offer visas of any kind at this time.
Our interview process takes place on Zoom and tends to consist of the following stages:

Recruiter call (30 minutes)
Hiring Manager Interview (30 minutes)
Final interviews (1.5 - 2 hours)

Please let us know if you require any accommodations for the interview process, and we’ll do our best to provide assistance.
 
Our Company Values 🚀

B - Be Humble
L - Lead with Empathy
O - Own It
C - Communicate Clearly
K - Kaizen

Benefits 💰

Stock options 📈
Unlimited holidays 🏝
Paid parental leave 👶 🍼
Home office setup allowance 🪑
Working in a disruptive and fast-growing industry where the possibilities are endless 🚀
Freedom, autonomy and responsibility 💪









Apply for this Job

* Required
            



First Name *



Last Name *



Email *



Phone












        Resume/CV *




    Drop files here
  

  
    



Attach
Dropbox
Google Drive
or enter manually
 


    (File types: pdf, doc, docx, txt, rtf)
  

















          Cover Letter
        



    Drop files here
  

  
    



Attach
Dropbox
Google Drive
or enter manually
 


    (File types: pdf, doc, docx, txt, rtf)
  

















LinkedIn Profile 💻
    





Website or Portfolio ✏️
    





Notice Period? 📆 *






Compensation Expectations 💸 *






Working Location? 🌎 *












 




Powered by 

 
      Read our Privacy Policy





 











","Remote,Europe",,,,,,,,,,,,
